query_player,relevant_player,rank,top_1_player,top_5_players,query_text
Jordan Ayew,Jordan Ayew,1,Jordan Ayew,Jordan Ayew | Jordan Ayew | Jeffrey Schlupp | Nathaniel Clyne | André Ayew,"Jordan Ayew is a GHA football player who plays for Crystal Palace as a forward, midfielder (FW,MF). Age: 32 Born: 1991. Attacking output: goals 0, assists 0, expected_goals 0.5, expected_assists 0.0, non_penalty_expected_goals 0.5, expected_goal_involvements 2.17. Progression: progressive_carries 0, progressive_passes 0, progressive_receptions 1. Usage: matches_played 1, starts 0, minutes_played 21, full_match_equivalents 0.2. Discipline: yellow_cards 1, red_cards 0."
Jordan Ayew,Jordan Ayew,1,Jordan Ayew,Jordan Ayew | Jordan Ayew | Timothy Weah | Bilal El Khannouss | Junior Messias,"Jordan Ayew is a GHA football player who plays for Leicester City as a forward, midfielder (FW,MF). Age: 32 Born: 1991. Attacking output: goals 5, assists 0, expected_goals 3.2, expected_assists 1.1, non_penalty_expected_goals 2.4, expected_goal_involvements 0.24. Progression: progressive_carries 49, progressive_passes 46, progressive_receptions 86. Usage: matches_played 30, starts 19, minutes_played 1638, full_match_equivalents 18.2. Discipline: yellow_cards 5, red_cards 0."
Benoît Badiashile,Benoît Badiashile,1,Benoît Badiashile,Benoît Badiashile | Bamo Meïté | Pablo Maia | Téo Barisic | Bamo Meïté,"Benoît Badiashile is a FRA football player who plays for Chelsea as a defender (DF). Age: 23 Born: 2001. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 3, progressive_passes 17, progressive_receptions 2. Usage: matches_played 5, starts 3, minutes_played 334, full_match_equivalents 3.7. Discipline: yellow_cards 0, red_cards 0."
Leon Bailey,Leon Bailey,1,Leon Bailey,Leon Bailey | Ian Maatsen | Danel Sinani | Mitchel Bakker | Leon Goretzka,"Leon Bailey is a JAM football player who plays for Aston Villa as a forward, midfielder (FW,MF). Age: 26 Born: 1997. Attacking output: goals 1, assists 2, expected_goals 1.7, expected_assists 1.5, non_penalty_expected_goals 1.7, expected_goal_involvements 0.26. Progression: progressive_carries 58, progressive_passes 35, progressive_receptions 121. Usage: matches_played 24, starts 14, minutes_played 1139, full_match_equivalents 12.7. Discipline: yellow_cards 3, red_cards 0."
Carlos Baleba,Carlos Baleba,1,Carlos Baleba,Carlos Baleba | Christopher Bonsu-Baah | Hugo Larsson | Jacopo Fazzini | Mauro Arambarri,"Carlos Baleba is a CMR football player who plays for Brighton as a midfielder (MF). Age: 20 Born: 2004. Attacking output: goals 3, assists 1, expected_goals 3.1, expected_assists 1.3, non_penalty_expected_goals 3.1, expected_goal_involvements 0.15. Progression: progressive_carries 43, progressive_passes 118, progressive_receptions 29. Usage: matches_played 34, starts 31, minutes_played 2661, full_match_equivalents 29.6. Discipline: yellow_cards 8, red_cards 1."
Ross Barkley,Ross Barkley,1,Ross Barkley,Ross Barkley | Diego Carlos | Jack Grealish | Massimo Bruno | Robin Lod,"Ross Barkley is a ENG football player who plays for Aston Villa as a midfielder (MF). Age: 30 Born: 1993. Attacking output: goals 3, assists 1, expected_goals 1.8, expected_assists 0.6, non_penalty_expected_goals 1.8, expected_goal_involvements 0.37. Progression: progressive_carries 15, progressive_passes 36, progressive_receptions 10. Usage: matches_played 20, starts 3, minutes_played 581, full_match_equivalents 6.5. Discipline: yellow_cards 3, red_cards 0."
Harvey Barnes,Harvey Barnes,1,Harvey Barnes,Harvey Barnes | Jacob Murphy | Ignacio Russo | Mohamed Amoura | Sean Longstaff,"Harvey Barnes is a ENG football player who plays for Newcastle Utd as a forward (FW). Age: 26 Born: 1997. Attacking output: goals 9, assists 4, expected_goals 7.2, expected_assists 4.0, non_penalty_expected_goals 7.2, expected_goal_involvements 0.57. Progression: progressive_carries 93, progressive_passes 83, progressive_receptions 192. Usage: matches_played 33, starts 17, minutes_played 1755, full_match_equivalents 19.5. Discipline: yellow_cards 0, red_cards 0."
Calvin Bassey,Calvin Bassey,1,Calvin Bassey,Calvin Bassey | Catena | Reiss Nelson | Joseph Okumu | Gabriel Osho,"Calvin Bassey is a NGA football player who plays for Fulham as a defender (DF). Age: 24 Born: 1999. Attacking output: goals 1, assists 0, expected_goals 1.0, expected_assists 0.1, non_penalty_expected_goals 1.0, expected_goal_involvements 0.03. Progression: progressive_carries 39, progressive_passes 116, progressive_receptions 15. Usage: matches_played 35, starts 34, minutes_played 3074, full_match_equivalents 34.2. Discipline: yellow_cards 7, red_cards 0."
Altay Bayındır,Altay Bayındır,1,Altay Bayındır,Altay Bayındır | Dimitry Bertaud | Williams Barlasina | Matías Tagliamonte | Kevin Chamorro,"Altay Bayındır is a TUR football player who plays for Manchester Utd as a goalkeeper (GK). Age: 26 Born: 1998. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 0, progressive_passes 0, progressive_receptions 0. Usage: matches_played 4, starts 4, minutes_played 360, full_match_equivalents 4.0. Discipline: yellow_cards 0, red_cards 0."
Jan Bednarek,Jan Bednarek,1,Jan Bednarek,Jan Bednarek | Adam Masina | Moussa Niakhate | Vetle Dragsnes | Brendan Hines-Ike,"Jan Bednarek is a POL football player who plays for Southampton as a defender (DF). Age: 28 Born: 1996. Attacking output: goals 2, assists 0, expected_goals 0.7, expected_assists 0.5, non_penalty_expected_goals 0.7, expected_goal_involvements 0.04. Progression: progressive_carries 5, progressive_passes 60, progressive_receptions 2. Usage: matches_played 30, starts 30, minutes_played 2531, full_match_equivalents 28.1. Discipline: yellow_cards 7, red_cards 0."
Armel Bella Kotchap,Armel Bella Kotchap,1,Armel Bella Kotchap,Armel Bella Kotchap | Tomás Rossi | Yerson Mosquera | Guilherme Ramos | Morris Duggan,"Armel Bella Kotchap is a GER football player who plays for Southampton as a defender (DF). Age: 22 Born: 2001. Attacking output: goals 0, assists 0, expected_goals 0.3, expected_assists 0.0, non_penalty_expected_goals 0.3, expected_goal_involvements 0.09. Progression: progressive_carries 0, progressive_passes 5, progressive_receptions 0. Usage: matches_played 4, starts 2, minutes_played 331, full_match_equivalents 3.7. Discipline: yellow_cards 0, red_cards 0."
Jean-Ricner Bellegarde,Jean-Ricner Bellegarde,1,Jean-Ricner Bellegarde,Jean-Ricner Bellegarde | Fabio Miretti | Teun Koopmeiners | Nuno Gonçalo Moreira | Arne Maier,"Jean-Ricner Bellegarde is a FRA football player who plays for Wolves as a midfielder, forward (MF,FW). Age: 26 Born: 1998. Attacking output: goals 2, assists 7, expected_goals 1.5, expected_assists 3.8, non_penalty_expected_goals 1.5, expected_goal_involvements 0.29. Progression: progressive_carries 52, progressive_passes 43, progressive_receptions 89. Usage: matches_played 35, starts 20, minutes_played 1677, full_match_equivalents 18.6. Discipline: yellow_cards 3, red_cards 0."
Rodrigo Bentancur,Rodrigo Bentancur,1,Rodrigo Bentancur,Rodrigo Bentancur | Ezri Konsa | Rodrigo Garro | Rodrigo De Paul | Alessandro Bianco,"Rodrigo Bentancur is a URU football player who plays for Tottenham as a midfielder (MF). Age: 27 Born: 1997. Attacking output: goals 2, assists 0, expected_goals 1.3, expected_assists 0.4, non_penalty_expected_goals 1.3, expected_goal_involvements 0.1. Progression: progressive_carries 28, progressive_passes 100, progressive_receptions 34. Usage: matches_played 26, starts 21, minutes_played 1645, full_match_equivalents 18.3. Discipline: yellow_cards 9, red_cards 0."
Daniel Bentley,Daniel Bentley,1,Daniel Bentley,Daniel Bentley | Sam Johnstone | Jason Steele | José Sá | Daniel Rosero,"Daniel Bentley is a ENG football player who plays for Wolves as a goalkeeper (GK). Age: 31 Born: 1993. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 0, progressive_passes 0, progressive_receptions 0. Usage: matches_played 2, starts 2, minutes_played 180, full_match_equivalents 2.0. Discipline: yellow_cards 0, red_cards 0."
Sander Berge,Sander Berge,1,Sander Berge,Sander Berge | Pape Gueye | Philipp Sander | Nicolas Pallois | Mathias Rasmussen,"Sander Berge is a NOR football player who plays for Fulham as a midfielder (MF). Age: 26 Born: 1998. Attacking output: goals 0, assists 0, expected_goals 0.4, expected_assists 0.6, non_penalty_expected_goals 0.4, expected_goal_involvements 0.04. Progression: progressive_carries 29, progressive_passes 124, progressive_receptions 9. Usage: matches_played 31, starts 26, minutes_played 2224, full_match_equivalents 24.7. Discipline: yellow_cards 6, red_cards 0."
Lucas Bergvall,Lucas Bergvall,1,Lucas Bergvall,Lucas Bergvall | Dani Olmo | Samuel Amo-Ameyaw | Emil Holm | Rubén Peña,"Lucas Bergvall is a SWE football player who plays for Tottenham as a midfielder (MF). Age: 18 Born: 2006. Attacking output: goals 0, assists 1, expected_goals 0.7, expected_assists 0.6, non_penalty_expected_goals 0.7, expected_goal_involvements 0.09. Progression: progressive_carries 33, progressive_passes 49, progressive_receptions 31. Usage: matches_played 27, starts 11, minutes_played 1212, full_match_equivalents 13.5. Discipline: yellow_cards 3, red_cards 0."
Victor Bernth Kristiansen,Victor Bernth Kristiansen,1,Victor Bernth Kristiansen,Victor Bernth Kristiansen | Rico Lewis | Andrew Robertson | Hernani | Tuta,"Victor Bernth Kristiansen is a DEN football player who plays for Leicester City as a defender (DF). Age: 21 Born: 2002. Attacking output: goals 0, assists 1, expected_goals 0.3, expected_assists 1.4, non_penalty_expected_goals 0.3, expected_goal_involvements 0.06. Progression: progressive_carries 40, progressive_passes 70, progressive_receptions 78. Usage: matches_played 30, starts 29, minutes_played 2482, full_match_equivalents 27.6. Discipline: yellow_cards 1, red_cards 0."
Beto,Beto,1,Beto,Beto | Mateo Pellegrino | Kevin Schade | Matías Perelló | Daniel Musovski,"Beto is a GNB football player who plays for Everton as a forward (FW). Age: 26 Born: 1998. Attacking output: goals 8, assists 0, expected_goals 8.2, expected_assists 1.2, non_penalty_expected_goals 8.2, expected_goal_involvements 0.55. Progression: progressive_carries 15, progressive_passes 16, progressive_receptions 77. Usage: matches_played 30, starts 15, minutes_played 1534, full_match_equivalents 17.0. Discipline: yellow_cards 2, red_cards 0."
Philip Billing,Philip Billing,1,Philip Billing,Philip Billing | Philip Billing | Maxime Dominguez | Álvaro Aguado | Ylber Ramadani,"Philip Billing is a DEN football player who plays for Bournemouth as a midfielder (MF). Age: 28 Born: 1996. Attacking output: goals 0, assists 0, expected_goals 0.6, expected_assists 1.1, non_penalty_expected_goals 0.6, expected_goal_involvements 0.82. Progression: progressive_carries 3, progressive_passes 15, progressive_receptions 13. Usage: matches_played 10, starts 1, minutes_played 184, full_match_equivalents 2.0. Discipline: yellow_cards 1, red_cards 0."
Yves Bissouma,Yves Bissouma,1,Yves Bissouma,Yves Bissouma | Manu Morlanes | Álvaro Aguado | Sheyko Studer | Agustín Cardozo,"Yves Bissouma is a MLI football player who plays for Tottenham as a midfielder (MF). Age: 27 Born: 1996. Attacking output: goals 2, assists 0, expected_goals 0.6, expected_assists 0.3, non_penalty_expected_goals 0.6, expected_goal_involvements 0.06. Progression: progressive_carries 15, progressive_passes 75, progressive_receptions 3. Usage: matches_played 28, starts 16, minutes_played 1408, full_match_equivalents 15.6. Discipline: yellow_cards 7, red_cards 0."
Oscar Bobb,Oscar Bobb,1,Oscar Bobb,Oscar Bobb | Claudio Echeverri | Erling Haaland | Antoine Coupland | Divin Mubama,"Oscar Bobb is a NOR football player who plays for Manchester City as a forward (FW). Age: 21 Born: 2003. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.1, non_penalty_expected_goals 0.0, expected_goal_involvements 0.41. Progression: progressive_carries 1, progressive_passes 1, progressive_receptions 1. Usage: matches_played 3, starts 0, minutes_played 16, full_match_equivalents 0.2. Discipline: yellow_cards 0, red_cards 0."
Lamare Bogarde,Lamare Bogarde,1,Lamare Bogarde,Lamare Bogarde | Jake Girdwood-Reich | Pau Torres | Donyell Malen | Diego González,"Lamare Bogarde is a NED football player who plays for Aston Villa as a defender, midfielder (DF,MF). Age: 20 Born: 2004. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.1, non_penalty_expected_goals 0.0, expected_goal_involvements 0.03. Progression: progressive_carries 12, progressive_passes 14, progressive_receptions 9. Usage: matches_played 8, starts 5, minutes_played 476, full_match_equivalents 5.3. Discipline: yellow_cards 2, red_cards 0."
Willy Boly,Willy Boly,1,Willy Boly,Willy Boly | Ibrahim Sangaré | James Ward-Prowse | Morato | Harry Toffolo,"Willy Boly is a CIV football player who plays for Nott'ham Forest as a defender (DF). Age: 33 Born: 1991. Attacking output: goals 0, assists 0, expected_goals 0.1, expected_assists 0.0, non_penalty_expected_goals 0.1, expected_goal_involvements 0.04. Progression: progressive_carries 0, progressive_passes 2, progressive_receptions 0. Usage: matches_played 6, starts 1, minutes_played 150, full_match_equivalents 1.7. Discipline: yellow_cards 1, red_cards 0."
Sven Botman,Sven Botman,1,Sven Botman,Sven Botman | Lewis Miley | Miguel Almirón | Tyrese Spicer | Lloyd Kelly,"Sven Botman is a NED football player who plays for Newcastle Utd as a defender (DF). Age: 24 Born: 2000. Attacking output: goals 0, assists 0, expected_goals 0.5, expected_assists 0.5, non_penalty_expected_goals 0.5, expected_goal_involvements 0.24. Progression: progressive_carries 0, progressive_passes 7, progressive_receptions 0. Usage: matches_played 8, starts 6, minutes_played 412, full_match_equivalents 4.6. Discipline: yellow_cards 1, red_cards 0."
Jarrod Bowen,Jarrod Bowen,1,Jarrod Bowen,Jarrod Bowen | Gaëtan Perrin | Omar Alderete | Morgan Gibbs-White | Aaron Cresswell,"Jarrod Bowen is a ENG football player who plays for West Ham as a forward, midfielder (FW,MF). Age: 27 Born: 1996. Attacking output: goals 13, assists 8, expected_goals 8.6, expected_assists 6.8, non_penalty_expected_goals 7.8, expected_goal_involvements 0.47. Progression: progressive_carries 109, progressive_passes 91, progressive_receptions 212. Usage: matches_played 34, starts 34, minutes_played 2973, full_match_equivalents 33.0. Discipline: yellow_cards 1, red_cards 0."
Conor Bradley,Conor Bradley,1,Conor Bradley,Conor Bradley | Alex Scott | Pereira | Justin Devenny | Jarell Quansah,"Conor Bradley is a NIR football player who plays for Liverpool as a defender (DF). Age: 21 Born: 2003. Attacking output: goals 0, assists 2, expected_goals 0.7, expected_assists 1.4, non_penalty_expected_goals 0.7, expected_goal_involvements 0.25. Progression: progressive_carries 35, progressive_passes 33, progressive_receptions 39. Usage: matches_played 19, starts 7, minutes_played 754, full_match_equivalents 8.4. Discipline: yellow_cards 4, red_cards 0."
Jarrad Branthwaite,Jarrad Branthwaite,1,Jarrad Branthwaite,Jarrad Branthwaite | Christiaan Ravych | Wagner | Pedro Pereira | Murillo,"Jarrad Branthwaite is a ENG football player who plays for Everton as a defender (DF). Age: 22 Born: 2002. Attacking output: goals 0, assists 1, expected_goals 1.2, expected_assists 0.7, non_penalty_expected_goals 1.2, expected_goal_involvements 0.07. Progression: progressive_carries 10, progressive_passes 66, progressive_receptions 2. Usage: matches_played 30, starts 28, minutes_played 2511, full_match_equivalents 27.9. Discipline: yellow_cards 4, red_cards 0."
James Bree,James Bree,1,James Bree,James Bree | Alejandro Molina | Miguel Brizuela | Akor Adams | Matías Reali,"James Bree is a ENG football player who plays for Southampton as a defender (DF). Age: 26 Born: 1997. Attacking output: goals 0, assists 1, expected_goals 0.1, expected_assists 0.9, non_penalty_expected_goals 0.1, expected_goal_involvements 0.08. Progression: progressive_carries 13, progressive_passes 34, progressive_receptions 43. Usage: matches_played 17, starts 13, minutes_played 1075, full_match_equivalents 11.9. Discipline: yellow_cards 0, red_cards 0."
Ben Brereton,Ben Brereton,1,Ben Brereton,Ben Brereton | Carles Aleñá | Ibrahim Karamoko | Diogo Calila | Gavi,"Ben Brereton is a CHI football player who plays for Southampton as a forward (FW). Age: 25 Born: 1999. Attacking output: goals 0, assists 0, expected_goals 0.9, expected_assists 0.1, non_penalty_expected_goals 0.9, expected_goal_involvements 0.2. Progression: progressive_carries 12, progressive_passes 9, progressive_receptions 42. Usage: matches_played 10, starts 4, minutes_played 449, full_match_equivalents 5.0. Discipline: yellow_cards 1, red_cards 0."
Nathan Broadhead,Nathan Broadhead,1,Nathan Broadhead,Nathan Broadhead | Julio Enciso | Santiago Solari | Jens Cajuste | Wes Burns,"Nathan Broadhead is a WAL football player who plays for Ipswich Town as a midfielder, forward (MF,FW). Age: 26 Born: 1998. Attacking output: goals 2, assists 0, expected_goals 1.7, expected_assists 0.7, non_penalty_expected_goals 1.7, expected_goal_involvements 0.31. Progression: progressive_carries 20, progressive_passes 14, progressive_receptions 33. Usage: matches_played 18, starts 7, minutes_played 702, full_match_equivalents 7.8. Discipline: yellow_cards 1, red_cards 0."
Armando Broja,Armando Broja,1,Armando Broja,Armando Broja | Jonathan Ikone | Léo Alaba | Martin Erlic | Ramon,"Armando Broja is a ALB football player who plays for Everton as a forward (FW). Age: 22 Born: 2001. Attacking output: goals 0, assists 0, expected_goals 0.1, expected_assists 0.2, non_penalty_expected_goals 0.1, expected_goal_involvements 0.08. Progression: progressive_carries 12, progressive_passes 2, progressive_receptions 26. Usage: matches_played 10, starts 4, minutes_played 334, full_match_equivalents 3.7. Discipline: yellow_cards 1, red_cards 0."
David Brooks,David Brooks,1,David Brooks,David Brooks | Brooks Lennon | Youri Tielemans | Peque | Simon Adingra,"David Brooks is a WAL football player who plays for Bournemouth as a forward, midfielder (FW,MF). Age: 27 Born: 1997. Attacking output: goals 2, assists 0, expected_goals 2.5, expected_assists 1.9, non_penalty_expected_goals 2.5, expected_goal_involvements 0.41. Progression: progressive_carries 35, progressive_passes 35, progressive_receptions 83. Usage: matches_played 29, starts 9, minutes_played 960, full_match_equivalents 10.7. Discipline: yellow_cards 3, red_cards 0."
Emi Buendía,Emi Buendía,1,Emi Buendía,Emi Buendía | Emi Buendía | Alysson Edward | El Bilal Touré | Amadou Onana,"Emi Buendía is a ARG football player who plays for Aston Villa as a midfielder, forward (MF,FW). Age: 27 Born: 1996. Attacking output: goals 0, assists 0, expected_goals 0.7, expected_assists 0.0, non_penalty_expected_goals 0.7, expected_goal_involvements 0.62. Progression: progressive_carries 3, progressive_passes 7, progressive_receptions 6. Usage: matches_played 12, starts 0, minutes_played 98, full_match_equivalents 1.1. Discipline: yellow_cards 1, red_cards 0."
Santiago Bueno,Santiago Bueno,1,Santiago Bueno,Santiago Bueno | Maximiliano Falcón | Hans Hateboer | Marlon Fossey | Santiago Rodríguez,"Santiago Bueno is a URU football player who plays for Wolves as a defender (DF). Age: 25 Born: 1998. Attacking output: goals 0, assists 0, expected_goals 0.4, expected_assists 0.0, non_penalty_expected_goals 0.4, expected_goal_involvements 0.02. Progression: progressive_carries 1, progressive_passes 28, progressive_receptions 1. Usage: matches_played 29, starts 18, minutes_played 1687, full_match_equivalents 18.7. Discipline: yellow_cards 2, red_cards 0."
Facundo Buonanotte,Facundo Buonanotte,1,Facundo Buonanotte,Facundo Buonanotte | Marwan Al Sahafi | Alex Luna | Luciano | Giorgos Masouras,"Facundo Buonanotte is a ARG football player who plays for Leicester City as a forward, midfielder (FW,MF). Age: 19 Born: 2004. Attacking output: goals 5, assists 2, expected_goals 3.9, expected_assists 3.1, non_penalty_expected_goals 3.9, expected_goal_involvements 0.41. Progression: progressive_carries 39, progressive_passes 54, progressive_receptions 74. Usage: matches_played 31, starts 14, minutes_played 1523, full_match_equivalents 16.9. Discipline: yellow_cards 8, red_cards 0."
Cameron Burgess,Cameron Burgess,1,Cameron Burgess,Cameron Burgess | Ben Johnson | David Zec | Karol Linetty | Sammie Szmodics,"Cameron Burgess is a AUS football player who plays for Ipswich Town as a defender (DF). Age: 28 Born: 1995. Attacking output: goals 0, assists 2, expected_goals 1.1, expected_assists 0.5, non_penalty_expected_goals 1.1, expected_goal_involvements 0.09. Progression: progressive_carries 2, progressive_passes 42, progressive_receptions 4. Usage: matches_played 18, starts 16, minutes_played 1541, full_match_equivalents 17.1. Discipline: yellow_cards 0, red_cards 0."
